text,topic
"Japan vs. Russia on Kuril islands Japanese Prime Minister Junichiro Koizumi announced on Tuesday that Tokyo would not support the idea to solve the problem of southern Kuril Islands and peace treaty with Moscow by getting just two islands, Shikotan and Habomai.",World
"Vivendi Universal reports big loss in second quarter French media giant Vivendi Universal reported a second quarter net loss of 1.852 billion euros (2.3 billion dollars), six times larger than the 313-million-euro shortfall in the same period last year.",Business
EU agrees to settle Coca-Cola antitrust case NEW YORK (CBS.MW) -- The European Commission accepted a settlement of its five-year antitrust investigation of Coca-Cola Enterprises Inc.,Business
"Industry outlines agenda for Bush The nation #39;s home builders, real estate salespeople and mortgage bankers stood by their man in the presidential election, and now they hope he stands by his housing agenda during the next four years.",Business
"No. 5 Syracuse to Play No. 24 Memphis (AP) AP - Syracuse coach Jim Boeheim is known for his cutting wit, and even his star players can wind up on the receiving end. Preseason All-America Hakim Warrick scored 17 of his 21 points in the second half to lead the fifth-ranked Orange to a 71-58 victory over No. 12 Mississippi State on Thursday night in the semifinals of the Coaches vs. Cancer Classic.",Sports
"Herniated disk discovered in pitcher #39;s lower back The Florida Marlins have withdrawn their two-year, \$4.75 million offer to Antonio Alfonseca after a herniated disk was found in the pitcher #39;s lower back, the Miami Herald reported Friday.",Sports
"Gamer buys \$26,500 virtual land An Australian gamer spends \$26,500 on a virtual island that exists only in a PC role-playing game.",World
"Dust Might The Loch Rannoch oil tanker isn #39;t exactly the place you #39;d expect to find cutting-edge computer technology. But the 850,000-ton ship owned by British Petroleum is home to an experiment in preventing critical breakdowns before they happen.",Sci/Tech
"Week Ahead: Stocks May Rally if Oil Eases  NEW YORK (Reuters) - Investors will watch for oil news from  Russia and Iraq next week, but skepticism that crude prices can  stay sky-high is growing and a break in the energy market would  fuel a rally in U.S. stock markets.",Business
"All bets are off for Lefty, Casey After being considered as a captain #39;s pick for the 2002 Ryder Cup, Paul Casey wasn #39;t about to let an opportunity slip away when he was paired with European captain Bernhard Langer in the final round of this year #39;s Masters.",Sports
"Sony TV, China Film Unveil Joint Venture The television unit of Japan #39;s Sony Corp and a division of China Film Group on Wednesday unveiled a joint venture to make Chinese language TV shows under a new Chinese law that allows such co-ventures.",Business
"There's no stopping McLaughlin, Woburn SWAMPSCOTT -- Woburn prepared all week to defend against Swampscott's aerial offense. The Big Blue trained all week to defend against Woburn backs Mike McLaughlin and Tom Hart.",Sports
"Big Blue news a sign of PC market #39;s graying temples While taking a back seat to software and security efforts, hardware is still a big time concern according to our survey. Organizations are taking the opportunity to consolidate their environments as they replace ",Business
The Perils of Pensions Guaranteed pension benefits hang like the Sword of Damocles over corporate earnings.,Business
UN to Increase Its Staff in Iraq for Elections The United Nations announced Wednesday that it was expanding its presence in Iraq outside Baghdad to the cities of Erbil in the Kurdish north and Basra in the south ,World
"World Health Leaders Call for New Research Goals  MEXICO CITY (Reuters) - Global health leaders meeting in  Mexico this week want nations of the world to spend more on  medical research, not only to develop new cures but to make  those now on the market available to the poor.",World
"APEC #39;s importance never greater The theme of the 12th Asia-Pacific Economic Co-operation (APEC) leaders #39; meeting -  quot;One Community, Our Future quot; - is a reflection of the members #39; strong will to promote regional economic dynamism and a sense of unity.",Business
HOLMES WITHDRAWS FROM 800m Olympic champion Kelly Holmes will not contest the 800metres when the final day #39;s action at the World Athletics Final gets underway this afternoon.,Sports
"Home Builder Optimism Reported Rising  NEW YORK (Reuters) - U.S. home builder optimism grew in  October to its strongest level in 2004 on low mortgage rates  and heavy traffic of potential buyers, rebounding from a  decline in September, an industry report said on Monday.",Business
"Shaq and Jordan would be interesting if it happens Michael Jordan averaged 20 points and six rebounds for the Washington Wizards in the 2002-2003 season, the last time he suited up.",Sports
"Shoppers Spend, Retailers Rejoice On the Day After Thanksgiving The news was good for many retailers over the holiday weekend as enthusiastic consumers took to stores in droves on Black Friday and bought at a higher rate than last year.",Business
"Salesforce.com Tackles Outsourcing On Demand SAN FRANCISCO -- Salesforce.com (Quote, Chart) CEO Marc Benioff is hoping to do to call centers and help desks what he has accomplished in the CRM space.",Sci/Tech
"PeopleSoft opens way for Oracle bid by firing chief Peoplesoft, the software company under siege from a hostile \$7.7bn (4.3bn) bid by its larger rival Oracle, yesterday sacked its chief executive, Craig Conway, increasing ",Business
"NL Wrap: Baseball-Five-Hit Beltre Leads Dodgers to Win  NEW YORK (Reuters) - Adrian Beltre pounded out five hits,  including his major league-leading 42nd home run of the season,  to guide the Los Angeles Dodgers to a 4-2 win over the host New  York Mets in the National League Saturday.",Sports
Rival stent tops Taxus in study NEW YORK -- Results of a Korean study released yesterday show Cordis Corp.'s Cypher drug-coated stent outperformed Boston Scientific Corp.'s Taxus Express2 stent in a multicenter study.,Business
"Napster to sell mobile ringtones Los Angeles-based music downloading service Napster has partnered with another company to sell mobile phone ringtones, ITObserver.",Sci/Tech
 #39;Sparky #39; Could Energise Rovers Mark Hughes career as a player and international manager has been characterised by a battling nature and win-at-all-costs attitude.,Sports
"'Cheetah Friendly' Beef to Make Its Way to EU (Reuters) Reuters - Namibian beef certified as\""cheetah-friendly"" will soon make its way to the European Union\as part of a new strategy to reduce conflict between ranchers\and the graceful cats.",Sci/Tech
"12:36 pm: Computer technician pleads guilty to conspiracy for &lt;b&gt;...&lt;/b&gt; A computer technician who prosecutors said made possible the largest identity theft in US history, surpassing \$50 million (?40 million), pleaded guilty Tuesday ",Sci/Tech
"Microsoft Issues 2nd SQL Server 2005 Public Beta On Friday, Microsoft issued its second Community Technology Preview (CTP) release of SQL Server 2005, while providing public testers with a new beta release as well, SQL Server 2005 Express Manager, a new, free database management tool.",Sci/Tech
New SMB Tools Hit IBM AlphaWorks Site IBM Wednesday released new SMB tools on its emerging technology Web site to help customers deal with compliance issues as well as enable Business Partners to build solutions on WebSphere Express software.,Sci/Tech
"African leaders reject foreign intervention in Darfur conflict Calling the bloody humanitarian crisis in Darfur an  quot;absolute African issue, quot; Sudan #39;s president and four African counterparts rejected all foreign intervention Monday.",World
Sprint will cut as many as 700 jobs Sprint Corp. said Friday that it will slash as many as 700 more jobs and reduce the value of its long-distance network by an undisclosed amount.,Business
"No. 7 Notre Dame Women Beat Washington (AP) AP - Crystal Erwin scored a career-high 24 points on 9-of-9 shooting and Jacqueline Batteast had 17 points and 10 rebounds, leading seventh-ranked Notre Dame to a 72-58 victory over Washington on Saturday.",Sports
"CBS to Name Panel to Exam Bush Guard Story (AP) AP - Within the next few days, CBS News expects to name an independent panel of experts to scrutinize its reporting of President Bush's National Guard service after its defenses for airing the explosive story crumbled.",World
